"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"CLM75_RS00240","CLM75_RS00240","oligopeptidase A","Pseudomonas lurida MYb11","GO:0008237","metallopeptidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.40.390.10","PMID:24451626"
"CLM75_RS00240","CLM75_RS00240","oligopeptidase A","Pseudomonas lurida MYb11","GO:0004222","metalloendopeptidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01432","PMID:24451626"
"CLM75_RS00240","CLM75_RS00240","oligopeptidase A","Pseudomonas lurida MYb11","GO:0006508","proteolysis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01432","PMID:24451626"
"CLM75_RS00240","CLM75_RS00240","oligopeptidase A","Pseudomonas lurida MYb11","GO:0008233","peptidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06456","PMID:24451626"
"CLM75_RS00260","CLM75_RS00260","GMC family oxidoreductase","Pseudomonas lurida MYb11","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05199","PMID:24451626"
"CLM75_RS00260","CLM75_RS00260","GMC family oxidoreductase","Pseudomonas lurida MYb11","GO:0050660","flavin adenine dinucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00732","PMID:24451626"
"CLM75_RS00265","CLM75_RS00265","alcohol dehydrogenase","Pseudomonas lurida MYb11","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00034","PMID:24451626"
"CLM75_RS00265","CLM75_RS00265","alcohol dehydrogenase","Pseudomonas lurida MYb11","GO:0020037","heme binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00034","PMID:24451626"
"CLM75_RS00265","CLM75_RS00265","alcohol dehydrogenase","Pseudomonas lurida MYb11","GO:0005506","iron ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000018","PMID:24451626"
"CLM75_RS00265","CLM75_RS00265","alcohol dehydrogenase","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000018","PMID:24451626"
"CLM75_RS00265","CLM75_RS00265","alcohol dehydrogenase","Pseudomonas lurida MYb11","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000018","PMID:24451626"
"CLM75_RS00270","CLM75_RS00270","radical SAM protein","Pseudomonas lurida MYb11","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04055","PMID:24451626"
"CLM75_RS00270","CLM75_RS00270","radical SAM protein","Pseudomonas lurida MYb11","GO:0051536","iron-sulfur cluster binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04055","PMID:24451626"
"CLM75_RS00275","CLM75_RS00275","carbonic anhydrase","Pseudomonas lurida MYb11","GO:0004089","carbonate dehydratase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00484","PMID:24451626"
"CLM75_RS00275","CLM75_RS00275","carbonic anhydrase","Pseudomonas lurida MYb11","GO:0008270","zinc ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00484","PMID:24451626"
"CLM75_RS00280","CLM75_RS00280","SulP family inorganic anion transporter","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00916","PMID:24451626"
"CLM75_RS00280","CLM75_RS00280","SulP family inorganic anion transporter","Pseudomonas lurida MYb11","GO:0015301","anion:anion antiporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11814","PMID:24451626"
"CLM75_RS00280","CLM75_RS00280","SulP family inorganic anion transporter","Pseudomonas lurida MYb11","GO:0015301","obsolete anion:anion antiporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11814","PMID:24451626"
"CLM75_RS00280","CLM75_RS00280","SulP family inorganic anion transporter","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11814","PMID:24451626"
"CLM75_RS00280","CLM75_RS00280","SulP family inorganic anion transporter","Pseudomonas lurida MYb11","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11814","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13442","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0020037","heme binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13442","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02790","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0022900","electron transport chain","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02790","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02866","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0004129","cytochrome-c oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR22888","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0005507","copper ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00116","PMID:24451626"
"CLM75_RS00290","coxB","cytochrome c oxidase subunit II","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00116","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0045277","respiratory chain complex IV","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd01663","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0004129","cytochrome-c oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR10422","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0009060","aerobic respiration","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR10422","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR10422","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0020037","heme binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR10422","PMID:24451626"
"CLM75_RS00295","ctaD","cytochrome c oxidase subunit I","Pseudomonas lurida MYb11","GO:0015990","electron transport coupled proton transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02891","PMID:24451626"
"CLM75_RS00300","CLM75_RS00300","cytochrome c oxidase assembly protein","Pseudomonas lurida MYb11","GO:0005507","copper ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04442","PMID:24451626"
"CLM75_RS00305","CLM75_RS00305","cytochrome c oxidase subunit 3","Pseudomonas lurida MYb11","GO:0004129","cytochrome-c oxidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd01665","PMID:24451626"
"CLM75_RS00305","CLM75_RS00305","cytochrome c oxidase subunit 3","Pseudomonas lurida MYb11","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11403","PMID:24451626"
"CLM75_RS00305","CLM75_RS00305","cytochrome c oxidase subunit 3","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11403","PMID:24451626"
"CLM75_RS00305","CLM75_RS00305","cytochrome c oxidase subunit 3","Pseudomonas lurida MYb11","GO:0019646","aerobic electron transport chain","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11403","PMID:24451626"
"CLM75_RS00305","CLM75_RS00305","cytochrome c oxidase subunit 3","Pseudomonas lurida MYb11","GO:0022904","respiratory electron transport chain","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:1.20.120.80","PMID:24451626"
"CLM75_RS00315","CLM75_RS00315","SURF1 family protein","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06662","PMID:24451626"
"CLM75_RS00325","CLM75_RS00325","cytochrome B","Pseudomonas lurida MYb11","GO:0006784","heme a biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02628","PMID:24451626"
"CLM75_RS00325","CLM75_RS00325","cytochrome B","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02628","PMID:24451626"
"CLM75_RS00325","CLM75_RS00325","cytochrome B","Pseudomonas lurida MYb11","GO:0016653","oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02628","PMID:24451626"
"CLM75_RS00330","CLM75_RS00330","protoheme IX farnesyltransferase","Pseudomonas lurida MYb11","GO:0006783","heme biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd13957","PMID:24451626"
"CLM75_RS00330","CLM75_RS00330","protoheme IX farnesyltransferase","Pseudomonas lurida MYb11","GO:0008495","protoheme IX farnesyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd13957","PMID:24451626"
"CLM75_RS00330","CLM75_RS00330","protoheme IX farnesyltransferase","Pseudomonas lurida MYb11","GO:0016021","integral component of membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd13957","PMID:24451626"
"CLM75_RS00330","CLM75_RS00330","protoheme IX farnesyltransferase","Pseudomonas lurida MYb11","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01040","PMID:24451626"
"CLM75_RS00345","CLM75_RS00345","ABC transporter permease","Pseudomonas lurida MYb11","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00528","PMID:24451626"
"CLM75_RS00345","CLM75_RS00345","ABC transporter permease","Pseudomonas lurida MYb11","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00528","PMID:24451626"
"CLM75_RS00350","CLM75_RS00350","methionine ABC transporter ATP-binding protein","Pseudomonas lurida MYb11","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00005","PMID:24451626"
"CLM75_RS00350","CLM75_RS00350","methionine ABC transporter ATP-binding protein","Pseudomonas lurida MYb11","GO:0015821","methionine transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43166:SF5","PMID:24451626"
"CLM75_RS00350","CLM75_RS00350","methionine ABC transporter ATP-binding protein","Pseudomonas lurida MYb11","GO:0042626","ATPase-coupled transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43166:SF5","PMID:24451626"
